,name,year,nr_unis,nonreligpct,religpct,popsize,uni_per_pop,pop_per_uni
3,Albania,1960,4,0.15,0.85,1608800.0,0.248632521134,402200.0
4,Albania,1965,4,0.21,0.79,1864791.0,0.214501249738,466197.75
5,Albania,1970,4,0.24,0.76,2135479.0,0.187311605499,533869.75
6,Albania,1975,5,0.2531,0.7469,2404831.0,0.207914818131,480966.2
7,Albania,1980,5,0.2632,0.7368,2671997.0,0.1871259586,534399.4
8,Albania,1985,5,0.2698,0.7302,2964762.0,0.168647601393,592952.4
9,Albania,1990,5,0.2742,0.7258,3286542.0,0.152135588104,657308.4
10,Albania,1995,7,0.1675,0.8325,3187784.0,0.219588278252,455397.714286
11,Albania,2000,7,0.1092,0.8908,3089027.0,0.226608572861,441289.571429
12,Albania,2005,8,0.1099,0.8901,3011487.0,0.265649494751,376435.875
13,Albania,2010,9,0.1507,0.8493,2913021.0,0.308957607927,323669.0
14,Angola,1975,1,0.0033,0.9967,7682479.0,0.0130166317409,7682479.0
15,Angola,1980,1,0.0043,0.9957,8929900.0,0.0111983336879,8929900.0
16,Angola,1985,1,0.0056,0.9944,10609042.0,0.00942592177503,10609042.0
17,Angola,1990,1,0.006,0.994,12171441.0,0.00821595405178,12171441.0
18,Angola,1995,2,0.008,0.992,14268994.0,0.0140164050808,7134497.0
19,Angola,2000,2,0.0194,0.9806,16440924.0,0.0121647664085,8220462.0
20,Angola,2005,2,0.0161,0.9839,19552542.0,0.0102288490162,9776271.0
21,Angola,2010,8,0.0179,0.9821,23369131.0,0.0342331942082,2921141.375
22,Antigua and Barbuda,1980,0,0.0,1.0,73442.0,0.0,inf
23,Antigua and Barbuda,1985,1,0.0,1.0,69782.0,1.43303430684,69782.0
24,Antigua and Barbuda,1990,1,0.0328,0.9672,66696.0,1.49934029027,66696.0
25,Antigua and Barbuda,1995,1,0.046,0.954,73619.0,1.35834499246,73619.0
26,Antigua and Barbuda,2000,1,0.0582,0.9418,83584.0,1.19640122511,83584.0
27,Antigua and Barbuda,2005,1,0.0533,0.9467,89253.0,1.12041051841,89253.0
28,Antigua and Barbuda,2010,1,0.059,0.941,94661.0,1.05640126346,94661.0
32,Argentina,1960,9,0.0,1.0,20619075.0,0.0436489027757,2291008.33333
33,Argentina,1965,10,0.0025,0.9975,22283390.0,0.044876475258,2228339.0
34,Argentina,1970,11,0.0046,0.9954,23973058.0,0.0458848428932,2179368.90909
35,Argentina,1975,25,0.0046,0.9954,26066975.0,0.0959067939414,1042679.0
36,Argentina,1980,26,0.0034,0.9966,28105888.0,0.092507306654,1080995.69231
37,Argentina,1985,26,0.0082,0.9918,30388783.0,0.0855578849604,1168799.34615
38,Argentina,1990,30,0.0231,0.9769,32729739.0,0.09165975934,1090991.3
39,Argentina,1995,37,0.025,0.975,34994814.0,0.105729951872,945805.783784
40,Argentina,2000,38,0.0392,0.9608,37057452.0,0.102543477625,975196.105263
41,Argentina,2005,40,0.12,0.88,39145488.0,0.102182913137,978637.2
42,Argentina,2010,44,0.12,0.88,41223889.0,0.106734228787,936906.568182
43,Armenia,1995,12,0.1221,0.8779,3217342.0,0.372978688619,268111.833333
44,Armenia,2000,14,0.017,0.983,3069588.0,0.456087266434,219256.285714
45,Armenia,2005,14,0.0342,0.9658,2981259.0,0.469600259488,212947.071429
46,Armenia,2010,14,0.0346,0.9654,2877311.0,0.486565407771,205522.214286
50,Australia,1960,22,0.04,0.96,10276477.0,0.214081148627,467112.590909
51,Australia,1965,24,0.05,0.95,11388000.0,0.210748155954,474500.0
52,Australia,1970,28,0.0598,0.9402,12507000.0,0.223874630207,446678.571429
53,Australia,1975,31,0.0937,0.9063,13893000.0,0.22313395235,448161.290323
54,Australia,1980,31,0.1196,0.8804,14692000.0,0.210999183229,473935.483871
55,Australia,1985,31,0.1343,0.8657,15758000.0,0.196725472776,508322.580645
56,Australia,1990,34,0.1398,0.8602,17065100.0,0.199237039338,501914.705882
57,Australia,1995,36,0.1562,0.8438,18072000.0,0.199203187251,502000.0
58,Australia,2000,36,0.1673,0.8327,19153000.0,0.187960110688,532027.777778
59,Australia,2005,37,0.22,0.78,20394800.0,0.181418793026,551210.810811
60,Australia,2010,38,0.3101,0.6899,22031750.0,0.172478355101,579782.894737
62,Austria,1960,3,0.0377,0.9623,7047539.0,0.0425680510601,2349179.66667
63,Austria,1965,5,0.04,0.96,7270889.0,0.0687673818153,1454177.8
64,Austria,1970,6,0.0409,0.9591,7467086.0,0.080352630196,1244514.33333
65,Austria,1975,7,0.047,0.953,7578903.0,0.0923616518116,1082700.42857
66,Austria,1980,7,0.0598,0.9402,7549433.0,0.0927221951635,1078490.42857
67,Austria,1985,7,0.0585,0.9415,7564985.0,0.0925315780534,1080712.14286
68,Austria,1990,7,0.0862,0.9138,7677850.0,0.0911713565647,1096835.71429
69,Austria,1995,7,0.087,0.913,7948278.0,0.0880693906278,1135468.28571
70,Austria,2000,7,0.1199,0.8801,8011566.0,0.0873736795029,1144509.42857
71,Austria,2005,7,0.1384,0.8616,8227829.0,0.0850771205867,1175404.14286
72,Austria,2010,7,0.1542,0.8458,8363404.0,0.0836979775221,1194772.0
73,Azerbaijan,1995,20,0.0576,0.9424,7685000.0,0.260247234873,384250.0
74,Azerbaijan,2000,22,0.0588,0.9412,8048600.0,0.273339462764,365845.454545
75,Azerbaijan,2005,22,0.0089,0.9911,8391850.0,0.262159118669,381447.727273
76,Azerbaijan,2010,23,0.0193,0.9807,9054332.0,0.254022052648,393666.608696
77,Bahrain,1970,1,0.0,1.0,212605.0,0.470355824181,212605.0
78,Bahrain,1975,1,0.0,1.0,266543.0,0.375173986936,266543.0
79,Bahrain,1980,2,0.0,1.0,359888.0,0.555728448851,179944.0
80,Bahrain,1985,3,0.0,1.0,419430.0,0.715256419426,139810.0
81,Bahrain,1990,4,0.0014,0.9986,495931.0,0.806563816337,123982.75
82,Bahrain,1995,4,0.0,1.0,563699.0,0.709598562353,140924.75
83,Bahrain,2000,4,0.0,1.0,664614.0,0.601853105712,166153.5
84,Bahrain,2005,8,0.0,1.0,889168.0,0.899717488709,111146.0
85,Bahrain,2010,9,0.0,1.0,1240862.0,0.725302249565,137873.555556
86,Barbados,1970,1,0.1708,0.8292,238848.0,0.418676312969,238848.0
87,Barbados,1975,1,0.1126,0.8874,246034.0,0.406447889316,246034.0
88,Barbados,1980,1,0.0522,0.9478,252194.0,0.396520139258,252194.0
89,Barbados,1985,1,0.0593,0.9407,255924.0,0.390741001235,255924.0
90,Barbados,1990,1,0.0549,0.9451,260374.0,0.38406292487,260374.0
91,Barbados,1995,1,0.2223,0.7777,264959.0,0.377416883367,264959.0
92,Barbados,2000,1,0.2058,0.7942,269847.0,0.370580365911,269847.0
93,Barbados,2005,1,0.2102,0.7898,274009.0,0.364951516191,274009.0
94,Barbados,2010,1,0.205,0.795,279569.0,0.35769344956,279569.0
95,Belarus,1995,11,0.2869,0.7131,10194000.0,0.107906611732,926727.272727
96,Belarus,2000,11,0.4103,0.5897,9979610.0,0.110224748262,907237.272727
97,Belarus,2005,11,0.4934,0.5066,9663915.0,0.113825504467,878537.727273
98,Belarus,2010,11,0.411,0.589,9490583.0,0.115904365411,862780.272727
102,Belgium,1960,3,0.033,0.967,9153489.0,0.0327743879957,3051163.0
103,Belgium,1965,6,0.0441,0.9559,9463667.0,0.0634003711246,1577277.83333
104,Belgium,1970,11,0.0599,0.9401,9655549.0,0.113924127981,877777.181818
105,Belgium,1975,11,0.06,0.94,9800700.0,0.112236881039,890972.727273
106,Belgium,1980,11,0.0607,0.9393,9859242.0,0.111570443245,896294.727273
107,Belgium,1985,11,0.0941,0.9059,9858308.0,0.111581013699,896209.818182
108,Belgium,1990,11,0.108,0.892,9967379.0,0.110360005374,906125.363636
109,Belgium,1995,12,0.1387,0.8613,10136811.0,0.11838042556,844734.25
110,Belgium,2000,12,0.15,0.85,10251250.0,0.117058895257,854270.833333
111,Belgium,2005,13,0.1734,0.8266,10478617.0,0.124062173472,806047.461538
112,Belgium,2010,15,0.192,0.808,10895586.0,0.137670429108,726372.4
122,Bosnia and Herzegovina,1995,6,0.0495,0.9505,3843712.0,0.156099104199,640618.666667
123,Bosnia and Herzegovina,2000,8,0.076,0.924,3766706.0,0.212387162683,470838.25
124,Bosnia and Herzegovina,2005,8,0.052,0.948,3781530.0,0.211554582404,472691.25
125,Bosnia and Herzegovina,2010,8,0.0293,0.9707,3722084.0,0.21493335454,465260.5
129,Bulgaria,1960,7,0.144,0.856,7867374.0,0.0889750506332,1123910.57143
130,Bulgaria,1965,10,0.1837,0.8163,8204168.0,0.121889264091,820416.8
131,Bulgaria,1970,10,0.1808,0.8192,8489574.0,0.117791540541,848957.4
132,Bulgaria,1975,13,0.1524,0.8476,8720742.0,0.149069884191,670826.307692
133,Bulgaria,1980,13,0.1095,0.8905,8861535.0,0.146701446194,681656.538462
134,Bulgaria,1985,13,0.1327,0.8673,8960547.0,0.145080428684,689272.846154
135,Bulgaria,1990,14,0.1009,0.8991,8718289.0,0.160581967402,622734.928571
136,Bulgaria,1995,23,0.0744,0.9256,8406067.0,0.273611904354,365481.173913
137,Bulgaria,2000,23,0.0395,0.9605,8170172.0,0.281511821293,355224.869565
138,Bulgaria,2005,24,0.044,0.956,7658972.0,0.313357980679,319123.833333
139,Bulgaria,2010,24,0.0473,0.9527,7395599.0,0.324517324425,308149.958333
140,Cameroon,1960,0,0.0007,0.9993,5176268.0,0.0,inf
141,Cameroon,1965,1,0.0008,0.9992,5777834.0,0.0173075238922,5777834.0
142,Cameroon,1970,1,0.0009,0.9991,6527635.0,0.0153194840091,6527635.0
143,Cameroon,1975,1,0.001,0.999,7457362.0,0.0134095676192,7457362.0
144,Cameroon,1980,2,0.0011,0.9989,8618354.0,0.0232062874187,4309177.0
145,Cameroon,1985,3,0.002,0.998,10050023.0,0.0298506779537,3350007.66667
146,Cameroon,1990,3,0.0027,0.9973,11715218.0,0.0256077180979,3905072.66667
147,Cameroon,1995,5,0.005,0.995,13460994.0,0.037144359473,2692198.8
148,Cameroon,2000,5,0.005,0.995,15274234.0,0.0327348657877,3054846.8
149,Cameroon,2005,5,0.0074,0.9926,17420795.0,0.0287013307946,3484159.0
150,Cameroon,2010,6,0.0073,0.9927,19970495.0,0.0300443228873,3328415.83333
154,Canada,1960,44,0.0,1.0,17909009.0,0.24568640286,407022.931818
155,Canada,1965,52,0.0254,0.9746,19678000.0,0.264254497408,378423.076923
156,Canada,1970,68,0.0335,0.9665,21324000.0,0.318889514162,313588.235294
157,Canada,1975,73,0.1056,0.8944,23209000.0,0.314533155242,317931.506849
158,Canada,1980,74,0.0799,0.9201,24593000.0,0.300898629691,332337.837838
159,Canada,1985,75,0.0778,0.9222,25942000.0,0.289106468275,345893.333333
160,Canada,1990,76,0.0558,0.9442,27791000.0,0.273469828362,365671.052632
161,Canada,1995,77,0.0945,0.9055,29354000.0,0.262315187027,381220.779221
162,Canada,2000,77,0.1284,0.8716,30769700.0,0.250246183746,399606.493506
163,Canada,2005,78,0.1269,0.8731,32312000.0,0.241396385244,414256.410256
164,Canada,2010,79,0.1643,0.8357,34005274.0,0.232316904725,430446.506329
165,Central African Republic,1960,0,0.0006,0.9994,1503508.0,0.0,inf
166,Central African Republic,1965,0,0.001,0.999,1648833.0,0.0,inf
167,Central African Republic,1970,0,0.0012,0.9988,1828709.0,0.0,inf
168,Central African Republic,1975,0,0.0,1.0,2017372.0,0.0,inf
169,Central African Republic,1980,0,0.0055,0.9945,2279821.0,0.0,inf
170,Central African Republic,1985,0,0.0068,0.9932,2634232.0,0.0,inf
171,Central African Republic,1990,0,0.0079,0.9921,2939780.0,0.0,inf
172,Central African Republic,1995,0,0.0074,0.9926,3352767.0,0.0,inf
173,Central African Republic,2000,0,0.0124,0.9876,3754986.0,0.0,inf
174,Central African Republic,2005,0,0.0127,0.9873,4127910.0,0.0,inf
175,Central African Republic,2010,1,0.0124,0.9876,4448525.0,0.0224793611366,4448525.0
176,Chad,1960,0,0.0002,0.9998,3001593.0,0.0,inf
177,Chad,1965,0,0.0002,0.9998,3309573.0,0.0,inf
178,Chad,1970,0,0.0003,0.9997,3643549.0,0.0,inf
179,Chad,1975,1,0.0003,0.9997,4087948.0,0.0244621506927,4087948.0
180,Chad,1980,1,0.0004,0.9996,4512042.0,0.0221629142637,4512042.0
181,Chad,1985,1,0.0006,0.9994,5091535.0,0.0196404424206,5091535.0
182,Chad,1990,1,0.0007,0.9993,5956859.0,0.0167873706596,5956859.0
183,Chad,1995,1,0.0009,0.9991,7000722.0,0.0142842409683,7000722.0
184,Chad,2000,1,0.0016,0.9984,8342559.0,0.0119867297312,8342559.0
185,Chad,2005,1,0.002,0.998,10067009.0,0.00993343703179,10067009.0
186,Chad,2010,1,0.0025,0.9975,11887202.0,0.00841240857184,11887202.0
190,Chile,1960,7,0.0,1.0,7716625.0,0.0907132327928,1102375.0
191,Chile,1965,8,0.0,1.0,8617077.0,0.0928389058146,1077134.625
192,Chile,1970,8,0.0338,0.9662,9563865.0,0.0836481903498,1195483.125
193,Chile,1975,8,0.0338,0.9662,10435534.0,0.0766611464253,1304441.75
194,Chile,1980,8,0.0383,0.9617,11266226.0,0.0710086944821,1408278.25
195,Chile,1985,16,0.0,1.0,12181028.0,0.131351803805,761314.25
196,Chile,1990,16,0.0334,0.9666,13242132.0,0.120826465104,827633.25
197,Chile,1995,17,0.0,1.0,14296613.0,0.118909282919,840977.235294
198,Chile,2000,17,0.03,0.97,15262754.0,0.11138225775,897809.058824
199,Chile,2005,17,0.083,0.917,16147064.0,0.10528229776,949827.294118
200,Chile,2010,17,0.06,0.94,16993354.0,0.100039109407,999609.058824
204,China,1960,34,0.38,0.62,667070000.0,0.0050969163656,19619705.8824
205,China,1965,34,0.3693,0.6307,715185000.0,0.0047540146955,21034852.9412
206,China,1970,34,0.4277,0.5723,818315000.0,0.00415487923355,24068088.2353
207,China,1975,34,0.4622,0.5378,916395000.0,0.00371019047463,26952794.1176
208,China,1980,34,0.4349,0.5651,981235000.0,0.00346502112134,28859852.9412
209,China,1985,34,0.4066,0.5934,1051040000.0,0.00323489115543,30912941.1765
210,China,1990,34,0.3848,0.6152,1135185000.0,0.00299510652449,33387794.1176
211,China,1995,34,0.3607,0.6393,1204855000.0,0.00282191633018,35436911.7647
212,China,2000,35,0.38,0.62,1262645000.0,0.00277195886413,36075571.4286
213,China,2005,35,0.325,0.675,1303720000.0,0.00268462553309,37249142.8571
214,China,2010,35,0.325,0.675,1337705000.0,0.00261642140831,38220142.8571
218,Colombia,1960,22,0.0,1.0,16480383.0,0.133492043237,749108.318182
219,Colombia,1965,24,0.0,1.0,19144223.0,0.1253641895,797675.958333
220,Colombia,1970,26,0.0033,0.9967,22061215.0,0.117853889734,848508.269231
221,Colombia,1975,31,0.0,1.0,24756973.0,0.125217246874,798612.032258
222,Colombia,1980,33,0.0038,0.9962,27737900.0,0.118970794473,840542.424242
223,Colombia,1985,36,0.0085,0.9915,31011688.0,0.116085264369,861435.777778
224,Colombia,1990,37,0.0116,0.9884,34271565.0,0.107961220913,926258.513514
225,Colombia,1995,37,0.0128,0.9872,37441977.0,0.0988195682082,1011945.32432
226,Colombia,2000,37,0.0133,0.9867,40403958.0,0.0915751867676,1091998.86486
227,Colombia,2005,38,0.015,0.985,43285634.0,0.0877889417075,1139095.63158
228,Colombia,2010,38,0.015,0.985,45918097.0,0.0827560427864,1208370.97368
254,Costa Rica,1960,1,0.0,1.0,1333040.0,0.0750165036308,1333040.0
255,Costa Rica,1965,1,0.0,1.0,1589621.0,0.0629080768309,1589621.0
256,Costa Rica,1970,1,0.0054,0.9946,1848866.0,0.0540872080508,1848866.0
257,Costa Rica,1975,3,0.0057,0.9943,2097407.0,0.14303375549,699135.666667
258,Costa Rica,1980,3,0.0058,0.9942,2389310.0,0.125559261879,796436.666667
259,Costa Rica,1985,3,0.008,0.992,2730233.0,0.109880731791,910077.666667
260,Costa Rica,1990,3,0.0412,0.9588,3095995.0,0.0968993812975,1031998.33333
261,Costa Rica,1995,3,0.036,0.964,3510926.0,0.0854475428989,1170308.66667
262,Costa Rica,2000,3,0.0442,0.9558,3925443.0,0.0764244952735,1308481.0
263,Costa Rica,2005,3,0.0368,0.9632,4247841.0,0.0706241123432,1415947.0
264,Costa Rica,2010,3,0.1,0.9,4545280.0,0.0660025344973,1515093.33333
265,Croatia,1995,4,0.0732,0.9268,4669000.0,0.0856714499893,1167250.0
266,Croatia,2000,4,0.0449,0.9551,4426000.0,0.0903750564844,1106500.0
267,Croatia,2005,6,0.0507,0.9493,4442000.0,0.13507429086,740333.333333
268,Croatia,2010,7,0.0565,0.9435,4417781.0,0.158450588655,631111.571429
272,Cuba,1960,4,0.0,1.0,7141135.0,0.056013504856,1785283.75
273,Cuba,1965,4,0.0,1.0,7951933.0,0.0503022346894,1987983.25
274,Cuba,1970,5,0.2457,0.7543,8715123.0,0.0573715368102,1743024.6
275,Cuba,1975,7,0.2265,0.7735,9438442.0,0.0741647827046,1348348.85714
276,Cuba,1980,10,0.2505,0.7495,9835177.0,0.101675851894,983517.7
277,Cuba,1985,10,0.2478,0.7522,10082989.0,0.0991769404886,1008298.9
278,Cuba,1990,10,0.2426,0.7574,10582081.0,0.0944993711539,1058208.1
279,Cuba,1995,10,0.2065,0.7935,10906043.0,0.0916922847269,1090604.3
280,Cuba,2000,10,0.15,0.85,11150736.0,0.0896801789586,1115073.6
281,Cuba,2005,10,0.1315,0.8685,11284253.0,0.0886190694236,1128425.3
282,Cuba,2010,10,0.1315,0.8685,11333051.0,0.0882374922693,1133305.1
283,Cyprus,1960,0,0.0,1.0,572930.0,0.0,inf
284,Cyprus,1965,1,0.0,1.0,580966.0,0.17212711243,580966.0
285,Cyprus,1970,1,0.018,0.982,613621.0,0.162967043175,613621.0
286,Cyprus,1975,1,0.0195,0.9805,649755.0,0.153904163877,649755.0
287,Cyprus,1980,2,0.0211,0.9789,685406.0,0.291797854119,342703.0
288,Cyprus,1985,3,0.0233,0.9767,703687.0,0.426325909104,234562.333333
289,Cyprus,1990,4,0.0254,0.9746,766614.0,0.521774974107,191653.5
290,Cyprus,1995,5,0.034,0.966,855384.0,0.584532794628,171076.8
291,Cyprus,2000,5,0.0509,0.9491,943286.0,0.530061932436,188657.2
292,Cyprus,2005,6,0.0414,0.9586,1027658.0,0.583851826191,171276.333333
293,Cyprus,2010,6,0.032,0.968,1112607.0,0.539273975447,185434.5
294,Czech Republic,1995,15,0.66,0.34,10327253.0,0.145246756325,688483.533333
295,Czech Republic,2000,15,0.5904,0.4096,10255063.0,0.146269213558,683670.866667
296,Czech Republic,2005,15,0.6854,0.3146,10211216.0,0.146897294113,680747.733333
297,Czech Republic,2010,15,0.7575,0.2425,10474410.0,0.143206156719,698294.0
301,Denmark,1960,1,0.0113,0.9887,4579603.0,0.0218359539026,4579603.0
302,Denmark,1965,1,0.0156,0.9844,4759012.0,0.0210127648344,4759012.0
303,Denmark,1970,2,0.0174,0.9826,4928757.0,0.0405781822882,2464378.5
304,Denmark,1975,4,0.0337,0.9663,5059862.0,0.0790535394048,1264965.5
305,Denmark,1980,4,0.0385,0.9615,5123027.0,0.0780788389364,1280756.75
306,Denmark,1985,4,0.0438,0.9562,5113691.0,0.0782213864702,1278422.75
307,Denmark,1990,4,0.0487,0.9513,5140939.0,0.077806797552,1285234.75
308,Denmark,1995,4,0.0681,0.9319,5233373.0,0.0764325416897,1308343.25
309,Denmark,2000,4,0.0822,0.9178,5339616.0,0.0749117539538,1334904.0
310,Denmark,2005,4,0.0871,0.9129,5419432.0,0.0738084729175,1354858.0
311,Denmark,2010,4,0.1011,0.8989,5547683.0,0.0721021731054,1386920.75
315,Dominican Republic,1960,2,0.0,1.0,3294042.0,0.0607156800065,1647021.0
316,Dominican Republic,1965,2,0.0,1.0,3878948.0,0.0515603715234,1939474.0
317,Dominican Republic,1970,2,0.1108,0.8892,4503114.0,0.044413710157,2251557.0
318,Dominican Republic,1975,2,0.1235,0.8765,5149935.0,0.0388354416124,2574967.5
319,Dominican Republic,1980,2,0.11,0.89,5809269.0,0.0344277395314,2904634.5
320,Dominican Republic,1985,2,0.11,0.89,6488856.0,0.0308220740297,3244428.0
321,Dominican Republic,1990,2,0.11,0.89,7183647.0,0.0278410116755,3591823.5
322,Dominican Republic,1995,2,0.11,0.89,7892423.0,0.0253407603723,3946211.5
323,Dominican Republic,2000,2,0.2,0.8,8562622.0,0.0233573314342,4281311.0
324,Dominican Republic,2005,2,0.18,0.82,9237566.0,0.0216507248771,4618783.0
